2022-05-27 00:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-27 11:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-27 16:22:30 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-29 12:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-30 14:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 13:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 15:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 19:42:46 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 20:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 21:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-09 22:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-10 12:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-10 13:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-10 16:24:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-06-13 00:45:20 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
