2021-10-06 15:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-06 19:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-06 20:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-06 21:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-06 22:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-06 23:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-09 11:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-09 12:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-12 20:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-13 15:00:15 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-14 00:00:15 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-16 13:09:08 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-16 18:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-10-16 19:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-08 17:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-08 18:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-08 21:42:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-09 12:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-16 11:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-11-19 20:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 09:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 10:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 11:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 12:00:15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 13:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 14:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 20:48:21 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 21:00:15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-16 22:00:15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-19 21:00:15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2021-12-24 14:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-08 22:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-08 23:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-09 08:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-09 11:02:27 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-09 23:47:28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-10 00:00:47 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-10 10:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-10 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-10 21:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-11 10:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-11 11:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-11 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-11 16:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-11 22:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-12 10:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-12 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-12 17:02:27 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-13 13:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-01-16 21:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-20 10:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-20 11:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-20 12:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-20 21:14:04 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-20 22:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-21 10:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-21 11:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-21 12:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-21 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-22 16:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-02-22 17:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 13:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 14:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 18:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 21:44:49 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 22:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-25 23:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-26 17:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-26 18:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-26 19:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-26 20:37:28 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2022-05-26 22:00:15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
