normal:3 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:8 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:3 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:3 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:8 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:10 reconnect:1 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:3 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:3 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
